",",IMAGE,,BOX NO,SKU,,NOT SHOW,,link,COLOR,ok,AZMEER STATUS CHECK,Cetagory,live status, ,SELL PRICE,HUZIAF AUDIT,PRICE,TOTAL INSTOCK,1016,IN STOCK,COST,SHIPPING CHINA,TOTAL INR,FREIGHT,T.COST,SELL PRICE,TOTAL COST,2026798.78
,,,1251,,,,,ok,Black ,2xl,,Tshirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1252,JN-501-white-L,Done ,DN,ok,ok,White and green ,L,ok,Shirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1253,JN-501-multi-L,Done ,DN,ok,ok,Red and black ,L,ok,Shirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1254,,,,,,Red,M,,Tshirt ,,,,,,gulzar t-shirt,Sold Out,,,,,,,,,
,,,1255,1880421,Done ,DN,ok,FIX,Red ,2xl,ok,Tshirt ,,ok,3009,,3300,,Sold Out,,65,8,949,1200,2149,3009,,
,,,1256,3348414-XL-Red,Done ,DN,ok,FIX,Red,Xl,add M-XXL,Tshirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1257,JN-306-white black-XL,,,,ok,Black and white ,Xl,,Shirt ,,ok,3009,,,,Sold Out,,65,8,949,650,1599,2239,,
,,,1258,CNW01-white-M,Done ,DN,ok,ok,White ,M,ok,Shirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1259,CNW01-black-L,Done ,DN,ok,FIX,Black ,L,not show,Shirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1260,CNW01-black-M,Done ,DN,ok,FIX,Black ,M,ok add L-XL,Shirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1261,JN-501-PINK-L,Done ,DN,ok,ok,Pink ,L,OK,SHIRT+Short,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1262,JN-9010-Army-M,Done ,DN,ok,ok,Army ,M,not show,Pant,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1263,,,,,ok,Black ,33,,Pant ,,OK,3009,,,DAMAGE,Sold Out,,65,8,949,1200,2149,3009,,
,,,1264,FSD-01-Black-L,Done ,DN,ok,FIX,Black ,L,showing sold out,Tshirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1265,3365076-white-XL,Done ,DN,ok,FIX,White,Xl,ok,Tshirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1266,3348414-XXL-Red,Done ,DN,ok,FIX,Red,XXl,ok add M-XL,Tshirt ,,ok,3009,,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1267,1764756-black-M,,,,FIX,Black ,M,,Jacket ,,ok,3009,,,Damage ,Sold Out,,65,8,949,1200,2149,3009,,
,,,1268,1765230-off white -XXL,Done ,DN,ok,FIX,White ,XXL,ok,Jacket ,,Ok,3191,,,,In Stock,,75,8,1079,1200,2279,3191,,
,,,1269,1765266-Army green-XXL,,,,FIX,Olive ,XXl,,Jacket ,,ok,3191,,,plumber,Sold Out,,75,8,1079,1200,2279,3191,,
,,,1270,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1271,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1272,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1273,,,,,,Gray ,L,,Swetars ,,REP,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1274,,,,,,Gray ,L,,Hoddie ,,REP,7314,,,,In Stock,,240,8,3224,2000,5224,7314,,
,,,1275,,,,,ok,Black ,M,,Hoddies ,,rep,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1276,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1277,,,,,ok,Blue and white ,M,,Sweater ,,REP,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1278,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1279,,,,,,Black ,M,,Sweater ,,REP,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1280,,,,,ok,Black ,L,,,,,,,,,,,,,,,,,,
,,,1281,,,,,,black ,L,,Sweater ,,REP,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1282,,,,,,Black ,L,,Boxer,,REP,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1283,,,,,,White ,Xl,,Tshirt ,,REP,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1284,,,,,,Red,M,,Jacket ,,REP,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1285,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1286,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,Black ,M,,Sweater ,,rep,4493,,,,In Stock,,85,8,1209,2000,3209,4493,,
,,,1287,,,,,,Blue ,L,,Sweater ,,rep,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1288,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1289,,,,,,White ,L,,Hoddie,,rep,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1290,  ,,,,,,,,,,,,,,,,,,,,,,,,
,,,1291,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1292,,,,,,Black ,mufler,,,,local replica,2736,,,,In Stock,,50,8,754,1200,1954,2736,,
1293,,,,,,,,,brown,cap,,Cap ,,replica,5102,,,,In Stock,,180,8,2444,1200,3644,5102,,
,,,1294,,,,,,,,,,,,,,,,,,,,,,,,,
,yes ,,1295,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1296,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1297,JN-776-BLACK-L,Done ,DN,ok,,Yellow ,L,ok,Shirt ,,ok,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1298,,,,,ok,Black ,L,,Sweater ,,no,,,,manish chudary,Sold Out,,,,,,,,,
,,,1299,,,,,ok,Green ,M,,Sweater ,,replica,8406,,,,In Stock,,300,8,4004,2000,6004,8406,,
,,,1300,JN-990-PINK-41,Done ,DN,ok,ok,PINK,41,ok,led sneaker,,OK,3191,,,,In Stock,,75,8,1079,1200,2279,3191,,
,,,1301,JN-990-green-44,Done ,DN,ok,ok,green,44,ok,led sneaker,,OK,3191, ok,,,Damage SOLD OUT,,75,8,1079,1200,2279,3191,,
,,,1302,JH-004-White40,Done ,DN,ok,Live ,white,40,,sneaker,,ok,4010,ok,,,Damage SOLD OUT,,120,8,1664,1200,2864,4010,,
,,ok,1303,,,,,,,36,,,,,,,,,In Stock,,,,,,,,,
,,ok,1303,,,,,,,36,,,,,,,,,In Stock,,,,,,,,,
,,ok,1304,,,,,,,39,,,,,,,,,In Stock,,,,,,,,,
,,ok,1305,,,,,,,36,,,,,,,,,In Stock,,,,,,,,,
,,ok,1305,,,,,,,36,,,,,,,,,In Stock,,,,,,,,,
,,ok,1305,,,,,,,37,,,,,,,,,In Stock,,,,,,,,,
,,ok,1306,,,,,,,36,,,,,,,,,In Stock,,,,,,,,,
,,ok,1306,,,,,,,36,,,,,,,,,In Stock,,,,,,,,,
,,ok,1306,,,,,,,37,,,,,,,,,In Stock,,,,,,,,,
,,,1306,,,,,,Black ,Bag ,,Bag Lv ,,,,,,,,,,,,,,,,
,damage,,1307,sunny sir due ot dmaage,,,Damage,,brown,BAG,,BAG,,no,3555,damage ,,,Sold Out,,95,8,1339,1200,2539,3555,,
,,,1308,,,,,,black,bag,,replica,,replica,13866,,,,In Stock,,600,8,7904,2000,9904,13866,,
,,,1309,,,,,,black,BAG,,replica,,replica,15686,,,,In Stock,,700,8,9204,2000,11204,15686,,
,,,1310,,,,,,black,BAG,,replica,,replica,15686,,,,In Stock,,700,8,9204,2000,11204,15686,,
,,,1311,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1312,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1313,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1314,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1315,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1316,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1317,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1318,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1319,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1320,3414420-red-41,Done ,DN,ok,size?,Red ,41,ok,loafers,,ok,2827,Dust ,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1321,3414402-Black-38,Done ,DN,ok,NV,Black ,38,ok,formal shoes,,ok,3191,ok,,,Damage SOLD OUT,,75,8,1079,1200,2279,3191,,
,,,1322,C35-black-40,Done ,DN,ok,ok,Black ,40,ok,loafers,,ok,2463,,1899,,In Stock,,35,8,559,1200,1759,2463,,
,,,1323,,,,,,,,,,,,,,,,,,,,,,,,,
,  ,,1324,sh428-Brown-41,Done ,DN,ok,,Brown ,41,ok,loafers,,ok,2463,ok,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1325,c26,Done ,DN ,ok,,Black ,43,showing sold ,Loffer ,,ok,2645,Dust ,,,Sold Out,,45,8,689,1200,1889,2645,,
,,,1326,JH-005-Red42,Done ,DN,ok,Live ,Red ,42,ok,semi formal,,ok,3191,Dust ,2999,,In Stock,,75,8,1079,1200,2279,3191,,
,,,1327,,,,,,White ,L,,Shirt ,,no,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1328,JN-701-white-M,Done ,DN,ok,ok,White ,M,ok,Shirt ,,ok,2827,,2499,,In Stock,,55,8,819,1200,2019,2827,,
,,,1329, tnv79-black-39,Done ,DN,ok,ok,BLACK ,39,add 37,semi formal,DONE,ok,4374,,4499,damage,Damage SOLD OUT,,140,8,1924,1200,3124,4374,,
,,,1330,tnvi304-BLack-40,Done ,DN,ok,Live ,Black ,40,,loafers,,ok,2463,Dust,,,Sold Out,,35,8,559,1200,1759,2463,,
,,ok,1331,A41-gray-41,Done ,DN,ok,FIX,gray,41,ok,loffer ,,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,1332,JN-990-black-38,Done ,DN,ok,,Black ,39,ok,sneaker,,ok,2645,ok,,,Damage SOLD OUT,,45,8,689,1200,1889,2645,,
,,ok,1333,3414624-blue-39,Done ,DN,ok,,Blue ,39,ok,loafers,,ok,2463,ok,,,In Stock,,35,8,559,1200,1759,2463,,
,,,1334,JH-007-White40,NOT SHOW,NOT SHOW,No ,Live ,white ,40,ok,loffer ,,ok,2827,Dust,,,Damage SOLD OUT,,55,8,819,1200,2019,2827,,
,,,1335,tnvi304-GRAY-40,Done ,DN,ok,Live ,Gray ,40,,loffer ,,ok,2827,ok,,,Sold Out,,55,8,819,1200,2019,2827,,
,,,1336,WA21,Done ,DN,ok,FIX,Blue ,41,ok,loffer ,,ok,2463,,1800,,In Stock,,35,8,559,1200,1759,2463,,
,,,1337,C98,Not Show ,DN,ok,FIX,white ,41,ok,loffer ,,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1338, tnv79-black-37,Done ,DN,ok,NV,Black ,37,ok,semi formal,DONE,ok,4374,,,,Damage SOLD OUT,,140,8,1924,1200,3124,4374,,
,,,1339,JN-990-black-39,Done ,DN,ok,,Black ,38,ok add 39,sneaker,,ok,2645,ok,,,In Stock,,45,8,689,1200,1889,2645,,
,,,1340,JN-822-BLUE-2XL,,,,,Blue and white ,2 xl,,Swetar ,Sanchi took it,ok,,,,,Sold Out,,,,,,,,,
,,,1341,A06-Black-39,Done ,DN,ok,FIX,Black,39,ok add 40-44,loffer ,,ok,2463,,,,In Stock,,35,8,559,1200,1759,2463,,
,,,1342,C98,Not Show ,DN,ok,FIX,Black ,40,ok,Loffer ,,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1343,JH-009-Black40,Not Show ,DN,No ,Live ,Black ,40,not show,formal shoes,,ok,3828,ok,,,In Stock,,110,8,1534,1200,2734,3828,,
,,,1344,JH-010-Red And Black42,Done ,DN,ok,Live ,Red and black ,42,ok,semi formal,,ok,3464,ok,,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,,1345,JH-011-Red40,Done ,DN,ok,Live ,Red,40,ok,formal shoes,,ok,3464,Dust ,,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,,1346,GX-11-38-BLACK-45,Done ,DN,ok,,Black ,45,ok,sneaker,,ok,2645,ok,,,In Stock,,45,8,689,1200,1889,2645,,
,,,1347,JN-657-mehroon-40,Done ,DN,ok,,Red,40,ok,semi formal,,ok,3373,ok,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1348,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1349,sh376-black-38,Done ,DN,ok,,Black ,38,ok,Loafers,,ok,2463,ok,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1350,d07-wine Red-39,Done ,DN,ok,FIX,wine red,39,ok,loafers,,ok,2463,,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,ok,1351,tnv25,Done ,DN,ok,FIX,Black ,39,ok,Loffer ,,ok,2645,,,,In Stock,,45,8,689,1200,1889,2645,,
,,,1352,JN-498-Black-43,Done ,DN,ok,,BLACK ,43,ok,loafers,,ok,2463,ok,,,In Stock,,35,8,559,1200,1759,2463,,
,,,1353,tnvi304-BLUE-44,Done ,DN,ok,,Blue ,44,ok,Loffer ,,ok,2645,Dust ,,,In Stock,,45,8,689,1200,1889,2645,,
,,,1354,3414420-orange-39,Done ,DN,ok,,BROWN ,39,ok,loafers,,ok,2463,ok,,,In Stock,,35,8,559,1200,1759,2463,,
,,,1355,UYT-909-black-41,Done ,DN,ok,,Black ,41,ok,sneaker,,ok,2827,Dust ,,,Damage SOLD OUT,,55,8,819,1200,2019,2827,,
,,,1356,WA21,Done ,DN,ok,FIX,Blue ,41,ok,Loffer ,,ok,2463,,1800,,In Stock,,35,8,559,1200,1759,2463,,
,,ok,1357,sh341-gray-43,Done ,DN,ok,,gray,43,not showing,sneaker,,ok,3009,ok,2350,,In Stock,,65,8,949,1200,2149,3009,,
,,,1358,,,,,FIX,Blue ,check size,,Loffer ,,no,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1359,,,,,ok,White ,43,,sneaker,,no,3191,Damage ,,,Damage SOLD OUT,,75,8,1079,1200,2279,3191,,
,,,1360,JH-012Brown39,NOT SHOW,NOT SHOW,No ,Live ,Brown ,39,ok,semi formal,,ok,3009,Dust,,,Damage SOLD OUT,,65,8,949,1200,2149,3009,,
,,,1361,3414401-FULL black-38,Done ,DN ,ok,,Black ,38,not show,formal,,ok,3555,ok,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,1362,3414727-Black-42,Done ,DN ,ok,,Black ,42,ok,loafers,,ok,2463,ok,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1363,tnv62-RED-42,Done ,DN ,ok,ok,Red,42,ok,semi formal,,ok,3828,ok,,,Damage SOLD OUT,,110,8,1534,1200,2734,3828,,
,,,1364,,,,,??,Black ,40,,loafers,,no,2645,ok,,,In Stock,,45,8,689,1200,1889,2645,,
,,ok,1365,tnv87,Done ,DN ,ok,,Black ,43,ok,formal,,OK,3373,ok,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1366,YY-2349-white-42,Done ,DN,ok,ok,White ,42,ok,semi formal,,ok,3373,ok,3750,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,1367,sh428-gray-43,Done ,DN,ok,,gray ,43,ok,loafers,,ok,2463,ok,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1368,SK0926US-Black-38,Done ,DN,ok,ok,Black ,38,ok add 39-41,Loffer ,,ok,3373,,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1369,JN-9081-black-41,Done ,DN,ok,ok,Black ,41,ok,sneaker,,ok,3373,ok,3500,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,1370,TRT-0023-WHITE-40,Done ,DN,ok,ok,White ,40,ok,sneaker,,ok,3555,Damage,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,1371,hz2056-red-37,NOT SHOW,NOT SHOW,No ,NV,Red ,37,not show,semi formal,,no,3464,ok,,,Damage SOLD OUT,,90,8,1274,1200,2474,3464,,
,,,1372,JN-9011-BLUE-40,Done ,DN,ok,OK,Blue ,40,ok,sneaker,,ok,3464,ok,,,In Stock,,90,8,1274,1200,2474,3464,,
,,,1373,tnv25,Done ,DN,ok,FIX,Black ,43,ok add 44,loffer ,,ok,4101,,,,In Stock,,125,8,1729,1200,2929,4101,,
,,,1374,JN-657-RED-44,Done ,DN,ok,ok,Red,44,ok,sneaker,,ok,3464,ok,3500,,In Stock,,90,8,1274,1200,2474,3464,,
,,,1375,3414714-red-40,Done ,DN,ok,ok,Black and red ,40,not show,sneaker,,ok,3828,,,,In Stock,,110,8,1534,1200,2734,3828,,
,,,1376,3414560-red-42,Done ,DN,ok,,Red,42,ok,formal,,ok,3555,ok,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,1377,3414360-RED-40,Done ,DN ,ok,ok,Red,40,ok,semi formal,,ok,3373,Dust ,,,Damage SOLD OUT,,85,8,1209,1200,2409,3373,,
,,,1378,,,,,,Black ,check size,,semi formal,,replica,3373,ok,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1379,Q48-Green-39,Done ,DN,ok,NV,green,39,ok,sneaker,,ok,2645,,,,Damage SOLD OUT,,45,8,689,1200,1889,2645,,
,,,1380,JN-0923-Black-41,Done ,DN,ok,,Black ,41,ok,designer,,ok,6558,ok,,,In Stock,,260,8,3484,1200,4684,6558,,
,,,1381,Sh335-gray-41,Done ,DN,ok,,Gray,41,ok add 44,sneaker,,ok,2827,ok,2350,,In Stock,,55,8,819,1200,2019,2827,,
,,,1382,WA11,Done ,DN,ok,,Gray,45,,Loffer ,DONE,ok,2463,,,,Sold Out,,35,8,559,1200,1759,2463,,
,,,1383,3414181-blue-39,Done ,DN,ok,    ,Blue ,39,ok,Loffer ,,ok,3009,Dust,,,Damage SOLD OUT,,65,8,949,1200,2149,3009,,
,,,1384,WA21,Done ,DN,ok,FIX,Blue ,41,ok,Loffer ,,ok,2463,,1800,,In Stock,,35,8,559,1200,1759,2463,,
,,,1385,,,,,,Blue ,42,,sneaker,,no,3009,ok,,,Damage SOLD OUT,,65,8,949,1200,2149,3009,,
,,,1386,GX120,,,,,Brownbeige,42,,Shoe ,,,,,,,Sold Out,,,,,,,,,
,,,1387,DS004,,,Damage ,FIX,white ,42,,designer,,ok,6558,,,Damage ,Sold Out,,260,8,3484,1200,4684,6558,,
,,,1388,UYT-909-white-42,Done ,DN,ok,,White ,42,ok,sneaker,,ok,2645,ok,,,Damage SOLD OUT,,45,8,689,1200,1889,2645,,
,,,1389,JN-8760-white-40,Done ,DN,ok,,white ,40,ok,sneaker,,ok,3009,ok,,,In Stock,,65,8,949,1200,2149,3009,,
,,,1390,tnv73-blue-44,Done ,DN,ok,,Blue ,44,ok,semi formal,,ok,3282,ok,,,In Stock,,80,8,1144,1200,2344,3282,,
,,,1391,SK0727US,,,,,Red,41,,semi formal,,,,,,,Sold Out,,,,,,,,,
,,,1392,TT-909-black-38,Done ,DN,ok,,Black ,38,ok add 39,semi formal,,ok,3373,ok,,,In Stock,,85,8,1209,1200,2409,3373,,
,,,1393,,,,,,,,,,,,,,,,In Stock,,,,,,,,,
,,,1394,Sh335-gray-44,Done ,DN,ok,ok,Gray ,44,ok add 41,sneaker,,ok,3191,ok,2350,,In Stock,,75,8,1079,1200,2279,3191,,
,,,1395,CS-012-pink-37,,,,FIX,Pink ,37,,women slipper,,ok,,,,,In Stock,,,,,,,,,
,,,1396,,,,,,,,,,,,,,,,In Stock,,,,,,,,,
,,,1397,CS-012-pink-37,,DN,ok,FIX,Pink ,37,ok ,women slipper,,ok,2153,,,,In Stock,,18,8,338,1200,1538,2153,,
,,,1397,CS-012-pink-39,,DN,ok,FIX,Pink ,39,ok ,women slipper,,ok,2153,,,,In Stock,,18,8,338,1200,1538,2153,,
,,,1398,,,,,,Brown ,41,,loafers,,no,2463,ok,,,Damage SOLD OUT,,35,8,559,1200,1759,2463,,
,,,1399,JN-4330-RED-38,Done ,DN,ok,,Red,38,ok,formal,,ok,3555,ok,,,Damage SOLD OUT,,95,8,1339,1200,2539,3555,,
,,,1400,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1401,,,,,"LV HOODIES
SKU: APR-4010",black,XL,,,,replica,7314,,,,In Stock,,240,8,3224,2000,5224,7314,,
,,,1402,,,,,,Brown ,XL,,Tshirt ,,replica,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1403,,,,,,Yellow ,XXL,,Tshirt ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1404,,,,,,Green ,Xxl,,Tshirt ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1405,,,,,,Black ,xl,,Tshirt ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1406,,,,,,White ,xl,,Tshirt ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1407,,,,,,Green ,xl,,Swetar ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1408,,,,,,White ,xxl,,Tshirt ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,,1409,,,,,,Black ,41,,Loffer ,,replica,8042,,,,In Stock,,280,8,3744,2000,5744,8042,,
,,ok,1410,gucci loafer,,,,NV,Black ,39,,loafers,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,ok,1411,GUCCi loafer,,,,,Back ,46,,Loffer ,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,,,1412,,,,,,Black ,42,,Loffer ,,replica,,,,,Sold Out,,,,0,,,,,
,,,1413,,,,,,Black ,41,,replica formal,,replica,8770,,,,In Stock,,320,8,4264,2000,6264,8770,,
,,,1414,,,,,,Black and yellow ,41,,replica sneaker,,replica,,,,,Sold Out,,,,0,,,,,
,,,1415,,,,,,Black and white ,40,,formal,,replica,7496,,,,In Stock,,250,8,3354,2000,5354,7496,,
,         ,,1416,,,,,,Orange ,belt,,Belt ,,replica,6222,,,,In Stock,,180,8,2444,2000,4444,6222,,
,,,1417,,,,,,Black ,check size,,Tshirt ,,LOCAL REPLICA,5130,,,,In Stock,,120,8,1664,2000,3664,5130,,
,,,1418,,,,,,Black ,L,,Tshirt ,,LOCAL REPLICA,5130,,,,In Stock,,120,8,1664,2000,3664,5130,,
,,,1419,,,,,,Brown ,,,Bag ,,replica,17506,,,G missing out,Sold Out,,800,8,10504,2000,12504,17506,,
,,,,,,,,,Golden ,GLASSES,,GLASSES,,replica,4556,,,,In Stock,,150,8,2054,1200,3254,4556,,
,,,1421,GG SLIPPER,,,,,Black ,43,,Slippers ,,replica,6404,,,,In Stock,,190,8,2574,2000,4574,6404,,
,,,1422,GG SLIPPER,,,,,Black ,42,,Slippers ,,replica,6404,,,,In Stock,,190,8,2574,2000,4574,6404,,
,,,1423,FINDI BAG,,,,,MULTI,,,Bag ,REPLICA,,,,,RE-ship ,Sold Out,,,,,,,,,
,  ,,1424,,,,,,white ,L,,Shirt ,,LOCAL REPLICA,2827,,,,In Stock,,55,8,819,1200,2019,2827,,
,,ok,1425,GUCCI SLIPPER,,,,,black,43,not show,REPLICA,,ok,,,,,In Stock,SHIPMENT 27 AUG 28 PCS,120,8,1664,1200,2864,4010,,
,,ok,1426,gucci slipper,,,,,black,42,,replica,,,,,,,In Stock,,120,8,1664,1200,2864,4010,,
,,,1427,GX01200-Blue Style-43,,DN,ok,,blue no hollow,43,ok,loafers,,ok,,,,,In Stock,SHIPMENT 27 AUG 28 PCS,55,8,819,1200,2019,2827,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,,1428,3747599,,,,,black,42,,,,ok,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1429,3747597,,,,,black,40,,designer,,ok,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1430,3414232,,DN,,FIX,black,42,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1431,ds004-ç½è²-46,,,,,white ,46,,,,ok,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,275,8,3679,1000,4679,6551,,
,,,1432,JJ-014,,,,,black,41,,slipper,,OK,,,,SUNNY SIR WEAR,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,ok,1433,3414404,,ok,,,black,41,,,,,,,,,In Stock,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1434,GX0650-Black-39,Done ,DN,ok,FIX,black,39,ok,,,ok,3373,,3200,,Damage SOLD OUT,SHIPMENT 27 AUG 28 PCS,85,8,1209,1200,2409,3373,,
,,ok,1435,SK0942US-Green-41,Done ,NOT SHOW,ok,,green ,41,not show,,,,,,,,In Stock,SHIPMENT 27 AUG 28 PCS,80,8,1144,1200,2344,,,
,,,1436,JUL-002,,,,,brown ,44,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1437,4495444-black-45,,,,,black,45,,,,ok,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1438,JUL-001,,,,,black,44,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,ok,1439,jj-013-black-41,,DN,ok,,black,41,ok,SLIPPER,,ok,3191,,,,In Stock,SHIPMENT 27 AUG 28 PCS,75,8,1079,1200,2279,3191,,
,https://cdn.shopify.com/s/files/1/1190/3220/products/product-image-178484386.jpg?v=1661787248,,1440,3747598,,,,,black,41,,designer,,ok,6558,,,G missing out,Sold Out,SHIPMENT 27 AUG 28 PCS,260,8,3484,1200,4684,6558,,
,,,1441,DES-901,,,,,black,42,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1442,GTR-99,,DN,ok,,white black,braclet,ok,,,OK,1987,,,,In Stock,SHIPMENT 27 AUG 28 PCS,55,8,819,600,1419,1987,,
,,,1442B,GTR-100,,DN,ok,,black,braclet,ok,,,ok,1987,,,,In Stock,SHIPMENT 27 AUG 28 PCS,55,8,819,600,1419,1987,,
,,,1443,WF-001-black-36,,DN,,NV,black,36,not show,,,REPLICA,,,,,In Stock,SHIPMENT 27 AUG 28 PCS,150,8,2054,1200,3254,,,
,,,1444,APR-2220-blueish-43,,,,,bluenish,43,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1445,SK0986US-brown-42,,,,,brown ,42,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1446,SK0924US-white-43,,,,,white,43,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1447,DES-900,,,,,red,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       ,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
,,,1448,3414404,,ok,,,black,41,,,,,,,,,Sold Out,SHIPMENT 27 AUG 28 PCS,,,,,,,,
